subject_id,file,yaw,class,pose
4,4/frames_17395.png,-20.8192,1,2.0
4,4/frames_17396.png,21.6898,1,2.0
4,4/frames_17398.png,-22.6226,1,2.0
4,4/frames_17399.png,-22.1653,1,2.0
4,4/frames_17400.png,24.1748,1,2.0
4,4/frames_17401.png,9.36402,1,2.0
4,4/frames_18803.png,-11.0942,1,2.0
4,4/frames_18804.png,-16.4736,1,2.0
4,4/frames_18805.png,-14.1105,1,2.0
4,4/frames_18806.png,-16.8642,1,2.0
4,4/frames_18807.png,-15.5622,1,2.0
4,4/frames_18808.png,-19.5063,1,2.0
4,4/frames_25010.png,13.5167,1,2.0
4,4/frames_25011.png,-10.3163,1,2.0
4,4/frames_25012.png,0.968179,1,2.0
4,4/frames_25013.png,-21.5388,1,2.0
4,4/frames_25014.png,-24.4437,1,2.0
4,4/frames_25015.png,-6.42344,1,2.0
4,4/frames_25016.png,19.1164,1,2.0
4,4/frames_25017.png,-22.5475,1,2.0
4,4/frames_25018.png,12.6621,1,2.0
4,4/frames_25019.png,-10.504,1,2.0
4,4/frames_25020.png,-3.61167,1,2.0
4,4/frames_25021.png,4.69727,1,2.0
4,4/frames_25022.png,-23.3934,1,2.0
4,4/frames_25025.png,-30.2283,1,2.0
4,4/frames_55541.png,45.0827,1,2.0
4,4/frames_55542.png,22.2828,1,2.0
4,4/frames_55543.png,-8.27506,1,2.0
4,4/frames_55544.png,13.4834,1,2.0
4,4/frames_55545.png,-11.4097,1,2.0
4,4/frames_55546.png,7.45125,1,2.0
4,4/frames_55547.png,19.1632,1,2.0
4,4/frames_55548.png,-6.91609,1,2.0
4,4/frames_55549.png,-3.75654,1,2.0
4,4/frames_55550.png,-1.84416,1,2.0
4,4/frames_55551.png,7.15508,1,2.0
4,4/frames_55552.png,11.3978,1,2.0
4,4/frames_55553.png,-11.5674,1,2.0
4,4/frames_55554.png,-11.7384,1,2.0
4,4/frames_55555.png,18.2493,1,2.0
4,4/frames_55556.png,9.46583,1,2.0
4,4/frames_7320.png,9.49628,1,2.0
4,4/frames_7321.png,19.2251,1,2.0
4,4/frames_7322.png,8.926860000000003,1,2.0
4,4/frames_7323.png,0.0,1,2.0
4,4/img_1231.jpg,-22.0962,1,2.0
4,4/img_1333.jpg,-32.4646,1,2.0
4,4/img_1344.jpg,20.1164,1,2.0
4,4/img_1413.jpg,-0.8275549999999999,1,2.0
4,4/img_1800.jpg,12.5702,1,2.0
4,4/img_192.jpg,26.5684,1,2.0
4,4/img_2313.jpg,41.0561,1,2.0
4,4/img_2653.jpg,-28.3123,1,2.0
4,4/img_2921.jpg,-9.54577,1,2.0
4,4/img_3617.jpg,16.0122,1,2.0
4,4/img_3718.jpg,44.012,1,2.0
4,4/img_4781.jpg,-70.2529,1,2.0
4,4/img_5164.jpg,-1.96755,1,2.0
4,4/img_55535.jpg,-19.0612,1,2.0
4,4/img_55536.jpg,-3.86159,1,2.0
4,4/img_55537.jpg,38.342,1,2.0
4,4/img_55538.jpg,0.159393,1,2.0
4,4/img_55539.jpg,0.0120709,1,2.0
4,4/img_55557.jpg,22.6146,1,2.0
4,4/img_55558.jpg,-33.3423,1,2.0
4,4/img_55631.jpg,21.0012,1,2.0
5,5/frames_12494.png,-28.7259,2,2.0
5,5/frames_12496.png,-8.71481,2,2.0
5,5/frames_12497.png,-9.10593,2,2.0
5,5/frames_12498.png,-14.9193,2,2.0
5,5/frames_12499.png,-41.217,2,2.0
5,5/frames_16616.png,-32.1095,2,2.0
5,5/frames_16617.png,-14.4439,2,2.0
5,5/frames_16618.png,-36.502,2,2.0
5,5/frames_16620.png,-31.3699,2,2.0
5,5/frames_16621.png,-22.2986,2,2.0
5,5/frames_16622.png,-29.177,2,2.0
5,5/frames_20768.png,-33.1873,2,2.0
5,5/frames_20769.png,-30.2847,2,2.0
5,5/frames_20770.png,-31.8337,2,2.0
5,5/frames_20772.png,-30.7283,2,2.0
5,5/frames_24008.png,-39.4525,2,2.0
5,5/frames_24009.png,-37.3435,2,2.0
5,5/frames_24010.png,-19.4103,2,2.0
5,5/frames_24011.png,-7.199889999999999,2,2.0
5,5/frames_24012.png,-19.2713,2,2.0
5,5/frames_24013.png,-17.9114,2,2.0
5,5/frames_24014.png,-11.6627,2,2.0
5,5/frames_24015.png,-12.2424,2,2.0
5,5/frames_24016.png,-18.0206,2,2.0
5,5/frames_24017.png,-4.25284,2,2.0
5,5/frames_24018.png,-14.527,2,2.0
5,5/frames_24019.png,4.81187,2,2.0
5,5/frames_24020.png,-5.5285,2,2.0
5,5/frames_24050.png,-81.7237,2,2.0
5,5/frames_24051.png,30.2875,2,2.0
5,5/frames_24052.png,76.2963,2,2.0
5,5/frames_6446.png,-10.4309,2,2.0
5,5/frames_6447.png,-18.145,2,2.0
5,5/frames_6448.png,-8.498669999999999,2,2.0
5,5/frames_6449.png,-8.70735,2,2.0
5,5/frames_6451.png,-31.6447,2,2.0
5,5/img_1723.jpg,7.72589,2,2.0
5,5/img_1795.jpg,0.7995479999999999,2,2.0
5,5/img_1836.jpg,-23.7597,2,2.0
5,5/img_2039.jpg,-11.7628,2,2.0
5,5/img_2461.jpg,1.29574,2,2.0
5,5/img_2468.jpg,-85.9737,2,2.0
5,5/img_2497.jpg,1.49331,2,2.0
5,5/img_2630.jpg,-7.269310000000001,2,2.0
5,5/img_2836.jpg,0.0,2,2.0
5,5/img_3239.jpg,8.82955,2,2.0
5,5/img_3320.jpg,-76.5328,2,2.0
5,5/img_3446.jpg,-2.59693,2,2.0
5,5/img_344.jpg,-11.7871,2,2.0
5,5/img_3492.jpg,-7.814489999999997,2,2.0
5,5/img_4058.jpg,-79.3526,2,2.0
5,5/img_4080.jpg,0.0,2,2.0
5,5/img_4149.jpg,-9.17819,2,2.0
5,5/img_4401.jpg,20.9381,2,2.0
5,5/img_4591.jpg,22.6983,2,2.0
5,5/img_4630.jpg,-76.1652,2,2.0
5,5/img_4851.png,-7.29898,2,2.0
5,5/img_4897.jpg,17.1039,2,2.0
5,5/img_4995.jpg,-0.453398,2,2.0
5,5/img_5084.jpg,-60.9395,2,2.0
5,5/img_980.jpg,16.7391,2,2.0
7,7/frames_10553.png,33.4308,3,2.0
7,7/frames_10554.png,73.347,3,2.0
7,7/frames_10558.png,-15.5254,3,2.0
7,7/frames_10560.png,40.3928,3,2.0
7,7/img_274.jpg,19.5999,3,2.0
7,7/img_2759.jpg,-85.1333,3,2.0
7,7/img_3204.jpg,-22.3178,3,2.0
7,7/img_3390.jpg,19.2472,3,2.0
7,7/img_3489.jpg,6.97537,3,2.0
7,7/img_3498.jpg,-85.3634,3,2.0
7,7/img_4774.jpg,2.62225,3,2.0
7,7/img_5014.jpg,22.2989,3,2.0
7,7/img_68.jpg,1.35815,3,2.0
8,8/frames_15385.png,-8.32726,4,2.0
8,8/frames_22084.png,-22.8653,4,2.0
8,8/frames_22085.png,12.5724,4,2.0
8,8/frames_22090.png,36.9943,4,2.0
8,8/frames_22091.png,36.3188,4,2.0
8,8/frames_22092.png,70.3556,4,2.0
8,8/frames_22094.png,72.3122,4,2.0
8,8/frames_22095.png,40.6694,4,2.0
8,8/frames_23613.png,-17.7352,4,2.0
8,8/frames_23614.png,-20.7046,4,2.0
8,8/frames_23615.png,-27.2127,4,2.0
8,8/frames_6605.png,12.4632,4,2.0
8,8/frames_6606.png,29.1043,4,2.0
8,8/frames_6607.png,30.4504,4,2.0
8,8/frames_8743.png,26.0435,4,2.0
8,8/frames_8744.png,-19.5001,4,2.0
8,8/frames_8745.png,-5.0275300000000005,4,2.0
8,8/frames_8746.png,25.4557,4,2.0
8,8/frames_8747.png,22.7358,4,2.0
8,8/img_1017.jpg,0.412391,4,2.0
8,8/img_1066.jpg,1.64637,4,2.0
8,8/img_1183.jpg,-15.3079,4,2.0
8,8/img_1394.jpg,2.81312,4,2.0
8,8/img_1406.jpg,-1.40444,4,2.0
8,8/img_1476.jpg,-15.7001,4,2.0
8,8/img_1613.jpg,1.14003,4,2.0
8,8/img_1786.jpg,28.9684,4,2.0
8,8/img_1802.jpg,75.124,4,2.0
8,8/img_1980.jpg,-18.4383,4,2.0
8,8/img_2139.jpg,34.4449,4,2.0
8,8/img_2216.jpg,8.495610000000001,4,2.0
8,8/img_2404.jpg,-31.0389,4,2.0
8,8/img_240.jpg,-26.1239,4,2.0
8,8/img_2647.jpg,6.81885,4,2.0
8,8/img_2721.jpg,-15.4495,4,2.0
8,8/img_2778.jpg,-12.8242,4,2.0
8,8/img_2779.jpg,-8.70695,4,2.0
8,8/img_2878.jpg,-10.1433,4,2.0
8,8/img_3069.jpg,-6.2979699999999985,4,2.0
8,8/img_3100.jpg,23.7555,4,2.0
8,8/img_3144.jpg,-86.5789,4,2.0
8,8/img_3237.jpg,-17.2582,4,2.0
8,8/img_3371.jpg,76.4999,4,2.0
8,8/img_3411.jpg,32.9129,4,2.0
8,8/img_3455.jpg,-10.4324,4,2.0
8,8/img_3916.jpg,19.7151,4,2.0
8,8/img_3972.jpg,-12.5841,4,2.0
8,8/img_3997.jpg,-17.634,4,2.0
8,8/img_4074.jpg,-24.6907,4,2.0
8,8/img_4185.jpg,-86.6511,4,2.0
8,8/img_4196.jpg,-84.2832,4,2.0
8,8/img_44401.jpg,-14.5798,4,2.0
8,8/img_457.jpg,-0.460516,4,2.0
8,8/img_4639.jpg,-24.0954,4,2.0
8,8/img_4942.jpg,-2.32065,4,2.0
8,8/img_5034.jpg,8.23175,4,2.0
8,8/img_5038.jpg,-28.1129,4,2.0
8,8/img_5046.jpg,-4.1957900000000015,4,2.0
8,8/img_5090.jpg,-46.6627,4,2.0
8,8/img_5159.jpg,-15.7566,4,2.0
8,8/img_60017.jpg,32.8233,4,2.0
8,8/img_616.jpg,-38.5911,4,2.0
8,8/img_62077.jpg,-15.0321,4,2.0
8,8/img_73495.jpg,-5.61612,4,2.0
8,8/img_78001.jpg,-0.422903,4,2.0
8,8/img_780.jpg,-81.8146,4,2.0
8,8/img_787.jpg,-18.0829,4,2.0
8,8/img_79455.jpg,-46.2329,4,2.0
8,8/img_868.jpg,-78.4018,4,2.0
9,9/frames_18253.png,28.3896,5,2.0
9,9/frames_18255.png,26.0478,5,2.0
9,9/frames_18256.png,74.0461,5,2.0
9,9/frames_18258.png,35.1277,5,2.0
9,9/frames_18260.png,36.3772,5,2.0
9,9/frames_18267.png,75.0258,5,2.0
9,9/frames_18270.png,30.3722,5,2.0
9,9/frames_18272.png,73.3319,5,2.0
9,9/frames_18273.png,61.62600000000001,5,2.0
9,9/frames_18276.png,28.9494,5,2.0
9,9/frames_18279.png,4.34253,5,2.0
9,9/frames_18281.png,29.6409,5,2.0
9,9/frames_18282.png,33.2365,5,2.0
9,9/frames_18284.png,32.7392,5,2.0
9,9/frames_18285.png,36.06,5,2.0
9,9/frames_18286.png,36.1842,5,2.0
9,9/frames_18287.png,37.3637,5,2.0
9,9/frames_18288.png,0.0,5,2.0
9,9/frames_18290.png,41.9557,5,2.0
9,9/frames_18291.png,75.3113,5,2.0
9,9/frames_18292.png,75.9315,5,2.0
9,9/frames_18293.png,75.3985,5,2.0
9,9/frames_18297.png,-23.3449,5,2.0
9,9/frames_18299.png,76.4894,5,2.0
9,9/frames_18300.png,75.4766,5,2.0
9,9/frames_18303.png,34.3809,5,2.0
9,9/frames_18304.png,32.672,5,2.0
9,9/frames_18305.png,52.4198,5,2.0
9,9/frames_18306.png,33.6563,5,2.0
9,9/frames_18307.png,31.8116,5,2.0
9,9/frames_18308.png,35.4237,5,2.0
9,9/frames_18309.png,35.5567,5,2.0
9,9/frames_18310.png,35.714,5,2.0
9,9/frames_18311.png,37.5836,5,2.0
9,9/frames_18312.png,0.0,5,2.0
9,9/frames_18314.png,33.0411,5,2.0
9,9/frames_18315.png,74.6485,5,2.0
9,9/frames_18316.png,38.199,5,2.0
9,9/frames_18317.png,35.9916,5,2.0
9,9/frames_18318.png,33.2242,5,2.0
9,9/frames_18319.png,36.3646,5,2.0
9,9/frames_18328.png,18.937,5,2.0
9,9/frames_18329.png,8.20283,5,2.0
9,9/frames_18330.png,2.94668,5,2.0
9,9/frames_18331.png,25.03,5,2.0
9,9/frames_18332.png,0.0,5,2.0
9,9/frames_18333.png,16.8286,5,2.0
9,9/frames_18334.png,15.3095,5,2.0
9,9/frames_18335.png,8.78532,5,2.0
9,9/frames_18336.png,8.50603,5,2.0
9,9/frames_21225.png,8.66003,5,2.0
9,9/frames_21226.png,14.7141,5,2.0
9,9/img_1210.jpg,-3.66838,5,2.0
9,9/img_1596.jpg,-3.85263,5,2.0
9,9/img_360.jpg,17.8073,5,2.0
9,9/img_4114.jpg,-8.3181,5,2.0
9,9/img_4437.jpg,-14.018,5,2.0
9,9/img_593.jpg,-25.5408,5,2.0
10,10/frames_12189.png,-39.2346,6,2.0
10,10/frames_12556.png,-81.0139,6,2.0
10,10/frames_12559.png,-15.6659,6,2.0
10,10/frames_12560.png,-15.3502,6,2.0
10,10/frames_12561.png,-28.087,6,2.0
10,10/frames_12562.png,-12.6744,6,2.0
10,10/frames_12563.png,-29.5031,6,2.0
10,10/frames_12564.png,-25.7361,6,2.0
10,10/frames_12579.png,-6.1866,6,2.0
10,10/frames_12580.png,20.7936,6,2.0
10,10/frames_12581.png,20.5639,6,2.0
10,10/frames_12582.png,25.8816,6,2.0
10,10/frames_12583.png,-21.9075,6,2.0
10,10/frames_12587.png,6.28676,6,2.0
10,10/frames_12588.png,5.8704800000000015,6,2.0
10,10/frames_12589.png,0.0,6,2.0
10,10/frames_12590.png,9.002180000000003,6,2.0
10,10/frames_12591.png,-18.0132,6,2.0
10,10/frames_12592.png,-4.87338,6,2.0
10,10/frames_12593.png,-7.85453,6,2.0
10,10/frames_12594.png,-23.8704,6,2.0
10,10/frames_12595.png,-15.4088,6,2.0
10,10/frames_12596.png,-3.45031,6,2.0
10,10/frames_17427.png,-21.0,6,2.0
10,10/frames_17428.png,-5.11482,6,2.0
10,10/frames_17432.png,-2.5651,6,2.0
10,10/frames_6629.png,-76.6465,6,2.0
10,10/frames_7388.png,-7.995360000000002,6,2.0
10,10/img_1260.jpg,-78.6303,6,2.0
10,10/img_1385.jpg,-84.7437,6,2.0
10,10/img_1392.jpg,-19.1747,6,2.0
10,10/img_1416.jpg,57.2299,6,2.0
10,10/img_1657.jpg,-85.9251,6,2.0
10,10/img_1761.jpg,75.0851,6,2.0
10,10/img_1832.jpg,-71.5141,6,2.0
10,10/img_1836.jpg,18.2094,6,2.0
10,10/img_2028.jpg,21.4515,6,2.0
10,10/img_2046.jpg,-46.465,6,2.0
10,10/img_2164.jpg,-22.7435,6,2.0
10,10/img_2170.jpg,-82.4914,6,2.0
10,10/img_2188.jpg,-87.2413,6,2.0
10,10/img_2286.jpg,68.5199,6,2.0
10,10/img_22.jpg,1.71953,6,2.0
10,10/img_2317.jpg,11.725,6,2.0
10,10/img_2384.jpg,40.0933,6,2.0
10,10/img_2514.jpg,31.9906,6,2.0
10,10/img_2776.jpg,77.8083,6,2.0
10,10/img_2836.jpg,-20.9039,6,2.0
10,10/img_2969.jpg,-15.8429,6,2.0
10,10/img_3057.jpg,-84.4324,6,2.0
10,10/img_3081.jpg,-84.3832,6,2.0
10,10/img_3129.jpg,7.094689999999999,6,2.0
10,10/img_3185.jpg,-74.5572,6,2.0
10,10/img_3189.jpg,77.0667,6,2.0
10,10/img_3210.jpg,9.60041,6,2.0
10,10/img_3262.jpg,-77.2936,6,2.0
10,10/img_3564.jpg,4.9505300000000005,6,2.0
10,10/img_3619.jpg,73.9413,6,2.0
10,10/img_3705.jpg,-36.3885,6,2.0
10,10/img_3755.jpg,-87.4257,6,2.0
10,10/img_3769.jpg,-82.4504,6,2.0
10,10/img_3771.jpg,-86.0698,6,2.0
10,10/img_37.jpg,76.3057,6,2.0
10,10/img_3816.jpg,8.86325,6,2.0
10,10/img_3817.jpg,-21.3423,6,2.0
10,10/img_3825.jpg,1.73982,6,2.0
10,10/img_4007.jpg,38.4604,6,2.0
10,10/img_409.jpg,-32.067,6,2.0
10,10/img_4184.jpg,-80.8068,6,2.0
10,10/img_4188.jpg,76.3605,6,2.0
10,10/img_4223.jpg,77.7095,6,2.0
10,10/img_43529.jpg,33.8808,6,2.0
10,10/img_4364.jpg,-85.6159,6,2.0
10,10/img_4376.jpg,75.5742,6,2.0
10,10/img_4383.jpg,-84.9894,6,2.0
10,10/img_4401.jpg,23.6647,6,2.0
10,10/img_4556.jpg,-77.7318,6,2.0
10,10/img_4615.jpg,73.3866,6,2.0
10,10/img_4724.jpg,-37.3019,6,2.0
10,10/img_4786.jpg,6.65402,6,2.0
10,10/img_4794.jpg,-86.35700000000001,6,2.0
10,10/img_4904.jpg,10.5649,6,2.0
10,10/img_493.jpg,76.0414,6,2.0
10,10/img_5041.jpg,55.1373,6,2.0
10,10/img_5121.jpg,77.8641,6,2.0
10,10/img_5127.jpg,-47.4372,6,2.0
10,10/img_60996.jpg,-83.7249,6,2.0
10,10/img_61293.jpg,-80.5553,6,2.0
10,10/img_718.jpg,18.938,6,2.0
10,10/img_886.jpg,77.4144,6,2.0
10,10/img_975.jpg,-84.17,6,2.0
10,10/img_989.jpg,-42.5908,6,2.0
11,11/frames_11181.png,15.6303,7,2.0
11,11/frames_11182.png,27.8822,7,2.0
11,11/frames_11183.png,25.2954,7,2.0
11,11/frames_18652.png,73.042,7,2.0
11,11/frames_18653.png,72.7014,7,2.0
11,11/frames_22022.png,-36.057,7,2.0
11,11/frames_22025.png,-15.2923,7,2.0
11,11/frames_22027.png,-22.0007,7,2.0
11,11/frames_22028.png,-31.9703,7,2.0
11,11/frames_22031.png,-72.3635,7,2.0
11,11/frames_22032.png,-83.8009,7,2.0
11,11/frames_22033.png,-30.1904,7,2.0
11,11/frames_22034.png,-32.1874,7,2.0
11,11/frames_22035.png,-80.6277,7,2.0
11,11/frames_23123.png,-44.0718,7,2.0
11,11/frames_23124.png,-53.4277,7,2.0
11,11/frames_23125.png,-79.8497,7,2.0
11,11/frames_23126.png,-85.8114,7,2.0
11,11/frames_23127.png,-60.6915,7,2.0
11,11/frames_23128.png,-29.0815,7,2.0
11,11/frames_23129.png,-28.6206,7,2.0
11,11/frames_23130.png,-37.8128,7,2.0
11,11/frames_23131.png,-22.9823,7,2.0
11,11/frames_23133.png,-33.1598,7,2.0
11,11/frames_23134.png,-20.6065,7,2.0
11,11/img_1880.jpg,-8.073319999999999,7,2.0
11,11/img_2981.jpg,-8.2936,7,2.0
11,11/img_3557.jpg,-4.56313,7,2.0
11,11/img_365.jpg,37.7456,7,2.0
11,11/img_3728.jpg,77.4765,7,2.0
11,11/img_3830.jpg,13.1566,7,2.0
11,11/img_4013.jpg,37.5751,7,2.0
11,11/img_4541.jpg,73.2443,7,2.0
11,11/img_5125.jpg,-8.78507,7,2.0
11,11/img_5129.jpg,-8.863480000000003,7,2.0
11,11/img_953.jpg,-16.9198,7,2.0
12,12/frames_12517.png,-85.9611,8,2.0
12,12/frames_12518.png,-28.6225,8,2.0
12,12/frames_12519.png,-20.1775,8,2.0
12,12/frames_7123.png,19.2675,8,2.0
12,12/frames_7211.png,-38.1581,8,2.0
12,12/frames_7212.png,-32.7869,8,2.0
12,12/frames_7213.png,-34.7224,8,2.0
12,12/img_1052.jpg,-79.3143,8,2.0
12,12/img_1791.jpg,77.7558,8,2.0
12,12/img_1846.jpg,0.0467978,8,2.0
12,12/img_1857.jpg,22.9545,8,2.0
12,12/img_3933.jpg,2.1464,8,2.0
12,12/img_4297.jpg,-33.8918,8,2.0
12,12/img_4332.jpg,9.12368,8,2.0
12,12/img_863.jpg,43.1837,8,2.0
13,13/frames_16725.png,-10.4076,9,2.0
13,13/frames_16726.png,16.8582,9,2.0
13,13/frames_16727.png,23.8923,9,2.0
13,13/frames_16729.png,-6.4426,9,2.0
13,13/frames_16731.png,0.139547,9,2.0
13,13/frames_16732.png,18.3384,9,2.0
13,13/frames_16733.png,24.8848,9,2.0
13,13/frames_16734.png,41.7325,9,2.0
13,13/frames_16735.png,-11.7189,9,2.0
13,13/frames_16736.png,3.0005,9,2.0
13,13/frames_16737.png,-5.4737800000000005,9,2.0
13,13/frames_6631.png,43.205,9,2.0
13,13/frames_6632.png,-84.834,9,2.0
13,13/frames_6633.png,-85.4958,9,2.0
13,13/frames_6634.png,-19.6365,9,2.0
13,13/frames_7122.png,-8.74357,9,2.0
13,13/frames_7123.png,35.8167,9,2.0
13,13/img_1013.jpg,69.4763,9,2.0
13,13/img_1791.jpg,-36.13,9,2.0
13,13/img_2111.jpg,9.36969,9,2.0
13,13/img_2254.jpg,23.7238,9,2.0
13,13/img_2436.jpg,-31.0657,9,2.0
13,13/img_2472.jpg,39.2901,9,2.0
13,13/img_2508.jpg,-86.8817,9,2.0
13,13/img_2605.jpg,-87.0038,9,2.0
13,13/img_2628.jpg,-30.5721,9,2.0
13,13/img_2674.jpg,-86.0146,9,2.0
13,13/img_2693.jpg,-86.4914,9,2.0
13,13/img_2832.jpg,77.8805,9,2.0
13,13/img_288.jpg,-35.4742,9,2.0
13,13/img_2906.jpg,9.86739,9,2.0
13,13/img_2988.jpg,-83.7693,9,2.0
13,13/img_3005.jpg,-29.9092,9,2.0
13,13/img_3054.jpg,-15.5062,9,2.0
13,13/img_3082.jpg,-62.5289,9,2.0
13,13/img_3105.jpg,8.938039999999997,9,2.0
13,13/img_3248.jpg,20.9741,9,2.0
13,13/img_3263.jpg,-85.8479,9,2.0
13,13/img_330.jpg,72.4527,9,2.0
13,13/img_333.jpg,-13.2278,9,2.0
13,13/img_3568.jpg,23.3207,9,2.0
13,13/img_3591.jpg,15.8702,9,2.0
13,13/img_377.jpg,38.0449,9,2.0
13,13/img_3815.jpg,26.57800000000001,9,2.0
13,13/img_3847.jpg,23.376,9,2.0
13,13/img_3879.jpg,-44.9249,9,2.0
13,13/img_3905.jpg,-37.7083,9,2.0
13,13/img_3968.jpg,38.2381,9,2.0
13,13/img_4001.jpg,-87.9637,9,2.0
13,13/img_4137.jpg,0.0,9,2.0
13,13/img_41.jpg,76.5678,9,2.0
13,13/img_4396.jpg,-39.8,9,2.0
13,13/img_4512.jpg,31.607,9,2.0
13,13/img_4570.jpg,78.1926,9,2.0
13,13/img_4626.jpg,-3.6989,9,2.0
13,13/img_4702.jpg,-13.0356,9,2.0
13,13/img_4708.jpg,18.5192,9,2.0
13,13/img_4855.jpg,-23.5534,9,2.0
